HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Source,Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K),References
3851,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Tenualosa,toli,Toli shad,,,,,,,,,,,,,,unknown,small,low,,,,,,454
3852,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Anchoa,compressa,Deepbody anchovy,,,,,,,,,,,,6,1,wild,medium,acceptable,,,,,,1
3853,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Cetengraulis,mysticetus,Anchoveta,365,365,,,,,,,,,,4,454,wild,medium,acceptable,,,,,,454
3854,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Engraulis,australis,Australian anchovy,,,,,,,,,,,,6,454,wild,medium,acceptable,,,,,,454
3855,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Engraulis,encrasicolus,European anchovy,365,365,,,,,,,,,,3,454,wild,medium,acceptable,,,,,,454
3856,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Engraulis,japonicus,Japanese anchovy,365,365,,,,,,,,,,3,454,wild,medium,acceptable,,,,,,454
3857,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Engraulis,mordax,Californian anchoveta,365,,,,,,,,,,,7,454,wild,medium,acceptable,,,,,,"4,54,520"
3858,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Engraulis,ringens,Peruvian anchoveta,,,,,,,,,,,,3,454,wild,medium,acceptable,,,,,,454
3859,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Barbatula,barbatula,Stone loach,,,,,,,,,,,,7,454,wild,medium,acceptable,,,,,,454
3860,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Carpiodes,carpio,River carpsucker,,,,,,,,,,2524.5,,10,454,wild,medium,acceptable,,,,,,454
3861,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Carpiodes,cyprinus,Quillback,,,,,,,,,,1617,,11,454,wild,medium,acceptable,,,,,,454
3862,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Carpiodes,velifer,Highfin carpsucker,,,,,,,,,,,,11,454,wild,medium,acceptable,,,,,,454
3863,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Catostomus,catostomus,Longnose sucker,,,,,,,,,,1800,,20,454,wild,medium,acceptable,,,,,,454
3864,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Catostomus,commersonii,White sucker,,,,,,,,,,1617,,12,454,wild,medium,acceptable,,,,,,454
3865,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Catostomus,macrocheilus,Largescale sucker,,,,,,,,,,,,15,454,wild,medium,acceptable,,,,,,454
3866,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Catostomus,microps,Modoc sucker,,,,,,,,,,,,18,454,wild,medium,acceptable,,,,,,454
3867,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Catostomus,occidentalis,Sacramento sucker,,,,,,,,,,,,10,1,wild,medium,acceptable,,,,,,1
3868,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Catostomus,platyrhynchus,Mountain sucker,1277,1003,,,,,,,,,,9,454,wild,medium,acceptable,,,,,,454
3869,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Catostomus,rimiculus,Klamath smallscale sucker,,,,,,,,,,,,9,454,wild,medium,acceptable,,,,,,454
3870,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Catostomus,tahoensis,Tahoe sucker,,,,,,,,,,,,15,454,wild,medium,acceptable,,,,,,454
3871,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Chasmistes,cujus,Cui-ui,5657,5657,,,,,,,,1496,,41,454,wild,medium,acceptable,,,,,,454
3872,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Chasmistes,liorus,June sucker,,,,,,,,,,,,40,454,wild,medium,acceptable,,,,,,454
3873,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Cycleptus,elongatus,Blue sucker,,,,,,,,,,,,13,454,wild,medium,acceptable,,,,,,454
3874,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Cycleptus,meridionalis,Southeastern blue sucker,,,,,,,,,,,,33,454,wild,medium,acceptable,,,,,,454
3875,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Deltistes,luxatus,Lost river sucker,,,,,,,,,,,,18,454,wild,medium,acceptable,,,,,,454
3876,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Erimyzon,oblongus,Creek chubsucker,,,,,,,,,,,,6,454,wild,medium,acceptable,,,,,,454
3877,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Hypentelium,nigricans,Northern hog sucker,1000,700,,,,,,,,700,,11,454,wild,medium,acceptable,,,,,,"4,42,454"
3878,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Hypentelium,roanokense,Roanoke hog sucker,,,,,,,,,,,,5,454,wild,medium,acceptable,,,,,,454
3879,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Ictiobus,bubalus,Smallmouth buffalo,,,,,,,,,,20515,,39,1402,wild,medium,acceptable,,,,,,"45,41,402"
3880,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Ictiobus,cyprinellus,Bigmouth buffalo,3287,2191,,,,,,,,17545,,112,1378,wild,medium,acceptable,,,,,,"45,41,378"
3881,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Ictiobus,niger,Black buffalo,,,,,,,,,,15785,,24,454,wild,medium,acceptable,,,,,,454
3882,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Minytrema,melanops,Spotted sucker,,,,,,,,,,676.5,,6,454,wild,medium,acceptable,,,,,,454
3883,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Moxostoma,anisurum,Silver redhorse,,,,,,,,,,5940,,10,454,wild,medium,acceptable,,,,,,454
3884,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Moxostoma,breviceps,Hookfin redhorse,1460,1460,,,,,,,,750,,8,442,unknown,medium,questionable,,,,,,442
3885,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Moxostoma,carinatum,River redhorse,1095,1095,,,14500,,,,,3089,,12,,unknown,medium,questionable,,,,,,"4,42,454"
3886,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Moxostoma,duquesnii,Black redhorse,1095,1095,,,,,,,,1250,,10,454,wild,medium,acceptable,,,,,,"4,42,454"
3887,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Moxostoma,erythrurum,Golden redhorse,,,,,,,,,,2244,,11,454,wild,medium,acceptable,,,,,,454
3888,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Moxostoma,macrolepidotum,Shorthead redhorse,,,,,,,,,,2194.5,,9,454,wild,medium,acceptable,,,,,,454
3889,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Thoburnia,atripinnis,Blackfin sucker,,,,,,,,,,,,4,454,wild,medium,acceptable,,,,,,454
3890,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Thoburnia,hamiltoni,Rustyside sucker,,,,,,,,,,,,5,454,wild,medium,acceptable,,,,,,454
3891,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Thoburnia,rhothoeca,Torrent sucker,,,,,,,,,,,,7,454,wild,medium,acceptable,,,,,,454
3892,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Misgurnus,fossilis,"Weatherfish, or Loach",,,,,,,,,,,,21.7,520,captivity,small,acceptable,,,,,,520
3893,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Aspius,aspius,Asp,1277,1277,,,,,,,,4950,,11,454,wild,medium,acceptable,,,,,,454
3894,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Barbus,bynni,Barb,,,,,,,,,,,,16.3,520,captivity,small,acceptable,,,,,,520
3895,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Barbus,mattozi,Papermouth,,,,,,,,,,745.25,,9,454,wild,medium,acceptable,,,,,,454
3896,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Barbus,treurensis,Treur barb,,,,,,,,,,,,6,454,wild,medium,acceptable,,,,,,454
3897,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Carassius,auratus,Goldfish,,,,,,,,,,,,41,1,wild,medium,acceptable,,,,,,"14,01,402"
3898,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Ctenopharyngodon,idella,Silver orfe,1520,1460,,,,,,,,24750,,21,523,unknown,medium,acceptable,,,,,,"4,54,523"
3899,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Cyprinus,carpio,Common carp,1095,1095,4,,300000,,,,,10600,,47,1,captivity,large,acceptable,,,,,,"11,04,442"
3900,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Danio,rerio,Zebra danio or zebrafish,,,,,,,,,,,,5.5,3,captivity,large,high,,,,,,"37,07,11,40,14,14,82,60,00,00,00,00,00,00,00,00,00,00,00,00,000"
3901,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Gobio,gobio,Gudgeon,,,,,,,,,,,,8,454,wild,medium,acceptable,,,,,,454
3902,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Labeo,altivelis,Rednose labeo,,,,,,,,,,1980,,9,454,wild,medium,acceptable,,,,,,454
3903,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Labeo,rohita,Rohu,1073,985,,,,,,,,24750,,10,454,wild,medium,acceptable,,,,,,454
3904,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Labeobarbus,aeneus,Smallmouth yellowfish,,,,,,,,,,4310.35,,12,454,wild,medium,acceptable,,,,,,454
3905,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Leuciscus,cephalus,European chub,1825,1277,,,,,,,,4400,,22,454,wild,medium,acceptable,,,,,,454
3906,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Notropis,buccatus,Silverjaw minnow,,,,,,,,,,,,3,454,wild,medium,acceptable,,,,,,454
3907,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Pseudobarbus,burchelli,Burchell's redfin,,,,,,,,,,,,6,454,wild,medium,acceptable,,,,,,454
3908,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Rhinichthys,cobitis,Loach minnow,,,,,,,,,,,,5,454,wild,medium,acceptable,,,,,,454
3909,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Rhodeus,sericeus,Bitterling,912,912,,,,,,,,,,5,454,wild,medium,acceptable,,,,,,454
3910,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Abramis,brama,Bream,2007,1825,,,,,,,,3305.5,,23,454,wild,medium,acceptable,,,,,,"4,54,584"
3911,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Campostoma,oligolepis,Largescale stoneroller,,,,,,,,,,,,5,454,wild,medium,acceptable,,,,,,454
3912,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Chondrostoma,nasus,Sneep,,,,,,,,,,825,,15,454,wild,medium,acceptable,,,,,,454
3913,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Chrosomus,cumberlandensis,Blackside dace,,,,,,,,,,,,4,454,wild,medium,acceptable,,,,,,454
3914,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Chrosomus,eos,Northern redbelly dace,,,,,,,,,,,,3,454,wild,medium,acceptable,,,,,,454
3915,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Chrosomus,erythrogaster,Southern redbelly dace,,,,,,,,,,,,3,454,wild,medium,acceptable,,,,,,454
3916,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Chrosomus,neogaeus,Finescale dace,,,,,,,,,,,,6,454,wild,medium,acceptable,,,,,,454
3917,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Clinostomus,elongatus,Redside dace,,,,,,,,,,,,4,454,wild,medium,acceptable,,,,,,454
3918,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Couesius,plumbeus,Lake chub,1095,,,,,,,,,,,5,454,wild,medium,acceptable,,,,,,454
3919,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Cyprinella,analostana,Satinfin shiner,,,,,,,,,,,,4,454,wild,medium,acceptable,,,,,,454
3920,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Cyprinella,galactura,Whitetail shiner,,,,,,,,,,,,4,454,wild,medium,acceptable,,,,,,454
3921,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Cyprinella,lutrensis,Red shiner,,,,,,,,,,,,2,454,wild,medium,acceptable,,,,,,454
3922,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Cyprinella,spiloptera,Spotfin shiner,,,,,,,,,,,,5,454,wild,medium,acceptable,,,,,,454
3923,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Cyprinella,whipplei,Steelcolor shiner,,,,,,,,,,,,3,454,wild,medium,acceptable,,,,,,454
3924,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Exoglossum,laurae,Tonguetied minnow,,,,,,,,,,,,4,454,wild,medium,acceptable,,,,,,454
3925,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Exoglossum,maxillingua,Cutlip minnow,,,,,,,,,,,,2,454,wild,medium,acceptable,,,,,,454
3926,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Gila,orcuttii,Arroyo chub,,,,,,,,,,,,4,454,wild,medium,acceptable,,,,,,454
3927,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Gila,robusta,Roundtail chub,,,,,,,,,,,,8,454,wild,medium,acceptable,,,,,,454
3928,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Lepidomeda,mollispinis,Virgin spinedace,,,,,,,,,,,,3,454,wild,medium,acceptable,,,,,,454
3929,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Leucaspius,delineatus,Belica,,,,,,,,,,,,2,454,wild,medium,acceptable,,,,,,454
3930,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Leuciscus,idus,Ide,2007,1825,,,,,,,,2200,,29.8,583,captivity,large,acceptable,,,,,,"4,54,583"
3931,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Leuciscus,leuciscus,Common dace,1216,1186,,,,,,,,550,,16,454,wild,medium,acceptable,,,,,,454
3932,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Luxilus,chrysocephalus,Striped shiner,,,,,,,,,,,,4,454,wild,medium,acceptable,,,,,,454
3933,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Luxilus,coccogenis,Warpaint shiner,1095,1095,,,525,,,,,,,5,442,wild,medium,acceptable,,,,,,442
3934,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Luxilus,cornutus,Common shiner,,,,,,,,,,,,4,454,wild,medium,acceptable,,,,,,454
3935,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Luxilus,zonatus,Bleeding shiner,,,,,,,,,,,,3,454,wild,medium,acceptable,,,,,,454
3936,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Lythrurus,roseipinnis,Cherryfin shiner,,,,,,,,,,,,1,454,wild,medium,acceptable,,,,,,454
3937,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Lythrurus,umbratilis,Redfin shiner,,,,,,,,,,,,3,454,wild,medium,acceptable,,,,,,454
3938,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Macrhybopsis,aestivalis,Speckled chub,,,,,,,,,,,,,,unknown,small,low,,,,,,454
3939,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Margariscus,margarita,Pearl dace,,,,,,,,,,,,4,454,wild,medium,acceptable,,,,,,454
3940,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Nocomis,biguttatus,Hornyhead chub,,,,,,,,,,,,4,454,wild,medium,acceptable,,,,,,454
3941,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Nocomis,leptocephalus,Bluehead chub,,,,,,,,,,,,4,454,wild,medium,acceptable,,,,,,454
3942,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Nocomis,micropogon,River chub,730,730,,,,,,,,,,5,442,wild,medium,acceptable,,,,,,442
3943,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Nocomis,raneyi,Bull chub,,,,,,,,,,,,5,454,wild,medium,acceptable,,,,,,454
3944,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Notemigonus,crysoleucas,Golden shiner,,,,,,,,,,,,9,520,wild,medium,acceptable,,,,,,520
3945,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Notropis,albizonatus,Palezone shiner,,,,,,,,,,,,3,454,wild,medium,acceptable,,,,,,454
3946,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Notropis,anogenus,Pugnose shiner,,,,,,,,,,,,3,454,wild,medium,acceptable,,,,,,454
3947,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Notropis,atherinoides,Emerald shiner,,,,,,,,,,,,4,454,wild,medium,acceptable,,,,,,454
3948,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Notropis,baileyi,Rough shiner,,,,,,,,,,,,4,454,wild,medium,acceptable,,,,,,454
3949,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Notropis,blennius,River shiner,,,,,,,,,,,,4,454,wild,medium,acceptable,,,,,,454
3950,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Notropis,buchanani,Ghost shiner,,,,,,,,,,,,2,454,wild,medium,acceptable,,,,,,454
3951,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Notropis,candidus,Silverside shiner,,,,,,,,,,,,2,454,wild,medium,acceptable,,,,,,454
3952,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Notropis,heterodon,Blackchin shiner,,,,,,,,,,,,3,454,wild,medium,acceptable,,,,,,454
3953,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Notropis,heterolepis,Blacknose shiner,,,,,,,,,,,,,,unknown,small,low,,,,,,454
3954,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Notropis,hudsonius,Spottail shiner,,,,,,,,,,,,5,454,wild,medium,acceptable,,,,,,454
3955,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Notropis,maculatus,Taillight shiner,,,,,,,,,,,,,,unknown,small,low,,,,,,454
3956,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Notropis,nubilus,Ozark minnow,,,,,,,,,,,,4,454,wild,medium,acceptable,,,,,,454
3957,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Notropis,perpallidus,Peppered shiner,,,,,,,,,,,,4,454,wild,medium,acceptable,,,,,,454
3958,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Notropis,petersoni,Coastal shiner,,,,,,,,,,,,4,454,wild,medium,acceptable,,,,,,454
3959,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Notropis,procne,Swallowtail shiner,,,,,,,,,,,,3,454,wild,medium,acceptable,,,,,,454
3960,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Notropis,rubellus,Rosyface shiner,,,,,,,,,,,,3,454,wild,medium,acceptable,,,,,,454
3961,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Notropis,rubricroceus,Saffron shiner,,,,,750,,,,,,,5,442,unknown,medium,acceptable,,,,,,442
3962,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Notropis,semperasper,Roughhead shiner,,,,,,,,,,,,4,454,wild,medium,acceptable,,,,,,454
3963,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Notropis,stramineus,Sand shiner,,,,,,,,,,,,3,454,wild,medium,acceptable,,,,,,454
3964,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Notropis,texanus,Weed shiner,,,,,,,,,,,,3,454,wild,medium,acceptable,,,,,,454
3965,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Notropis,topeka,Topeka shiner,,,,,,,,,,,,3,454,wild,medium,acceptable,,,,,,454
3966,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Notropis,volucellus,Mimic shiner,,,,,,,,,,,,2,454,wild,medium,acceptable,,,,,,454
3967,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Oreoleuciscus,humilis,Dwarf altai osman,,,,,,,,,,13.75,,15,454,wild,medium,acceptable,,,,,,454
3968,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Oreoleuciscus,potanini,Altai osman,3102,3102,,,,,,,,5500,,40,454,wild,medium,acceptable,,,,,,454
3969,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Pelecus,cultratus,Ziege,1460,1095,,,,,,,,1100,,11,454,wild,medium,acceptable,,,,,,454
3970,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Phenacobius,crassilabrum,Fatlips minnow,365,365,,,,,,,,,,3,442,unknown,medium,acceptable,,,,,,442
3971,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Phenacobius,mirabilis,Suckermouth minnow,,,,,,,,,,,,3,454,wild,medium,acceptable,,,,,,454
3972,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Phoxinus,phoxinus,Minnow,1277,1277,,,,,,,,,,13,454,wild,medium,acceptable,,,,,,"4,54,520"
3973,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Pimephales,notatus,Bluntnose minnow,,,,,,,,,,,,5,454,wild,medium,acceptable,,,,,,454
3974,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Pimephales,promelas,Fathead minnow,60,60,5,,4500,,,,,,,2,1,wild,medium,acceptable,,,,,,"1,442"
3975,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Plagopterus,argentissimus,Woundfin,,,,,,,,,,,,4,454,wild,medium,acceptable,,,,,,454
3976,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Pteronotropis,hubbsi,Bluehead shiner,,,,,,,,,,,,2,454,wild,medium,acceptable,,,,,,454
3977,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Ptychocheilus,lucius,Colorado pikeminnow,,,,,,,,,,,,12,454,wild,medium,acceptable,,,,,,454
3978,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Relictus,solitarius,Relict dace,,,,,,,,,,,,5,454,wild,medium,acceptable,,,,,,454
3979,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Rhinichthys,atratulus,Blacknose dace,365,365,,,750,,,,,,,4,454,wild,medium,acceptable,,,,,,"4,42,454"
3980,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Rhinichthys,cataractae,Longnose dace,1095,1095,,,,,,,,,,5,454,wild,medium,acceptable,,,,,,"4,42,454"
3981,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Richardsonius,egregius,Lahontan redside,,,,,,,,,,,,5,454,wild,medium,acceptable,,,,,,454
3982,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Rutilus,frisii,Kutum,,,,,,,,,,2750,,12,454,wild,medium,acceptable,,,,,,454
3983,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Rutilus,rutilus,Roach,1095,730,,,,,,,,1012,,14,454,wild,medium,acceptable,,,,,,"4,54,524"
3984,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Scardinius,erythrophthalmus,Pearl roach,1460,1095,,,,,,,,1153.35,,19,454,wild,medium,acceptable,,,,,,454
3985,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Semotilus,atromaculatus,Creek chub,1095,1095,,,50,,,,,,,8,454,wild,medium,acceptable,,,,,,"4,42,454"
3986,Animalia,Chordata,Teleostei,Cyprinodontiformes,Aplocheilidae,Austrolebias,adloffi,Annual fish,,,,,,,,,,,,3.7,524,unknown,medium,acceptable,0.07,0.1,,,,"2,52,46,60,666"
3987,Animalia,Chordata,Teleostei,Cyprinodontiformes,Aplocheilidae,Austrolebias,bellottii,Argentine pearlfish,,,,,,,,,,,,3,,unknown,medium,acceptable,,,,,,"4,54,52,35,24,66,46,65,000"
3988,Animalia,Chordata,Teleostei,Cyprinodontiformes,Aplocheilidae,Austrolebias,nigripinnis,Blackfin pearlfish,,,,,,,,,,,,1,454,wild,medium,acceptable,,,,,,"4,54,662"
3990,Animalia,Chordata,Teleostei,Cyprinodontiformes,Aplocheilidae,Nothobranchius,furzeri,Turquoise killifish,,28,,,,,,,,,,1.1,1120,captivity,large,acceptable,,,,,,"6,54,66,38,32,88,99,29,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,000"
3991,Animalia,Chordata,Teleostei,Cyprinodontiformes,Aplocheilidae,Nothobranchius,guentheri,Gunther's nothobranch,,78,,,,,,,,,,2.3,661,captivity,medium,acceptable,,,,,,"6,54,65,56,56,65,76,58,00,00,00,00,00,00,00,000"
3992,Animalia,Chordata,Teleostei,Cyprinodontiformes,Aplocheilidae,Nothobranchius,kilomberoensis,Kilombero,,,,,,,,,,,,0.8,"Alessandro Cellerino, pers. comm.",captivity,small,acceptable,,,,,,
3993,Animalia,Chordata,Teleostei,Cyprinodontiformes,Aplocheilidae,Nothobranchius,korthausae,Korthaus' killifish,,,,,,,,,,,,1.6,1137,captivity,medium,acceptable,,,,,,"1,13,71,138"
3994,Animalia,Chordata,Teleostei,Cyprinodontiformes,Aplocheilidae,Nothobranchius,kuhntae,Beira killifish,,49,,,,,,,,,,1.2,1120,captivity,medium,acceptable,,,,,,"65,41,120"
3995,Animalia,Chordata,Teleostei,Cyprinodontiformes,Aplocheilidae,Nothobranchius,rachovii,Bluefin notho,,,,,,,,,,,,1.5,1120,captivity,medium,acceptable,,,,,,"6,54,66,21,120"
3996,Animalia,Chordata,Teleostei,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,macularius,Desert pupfish,,,,,,,,,,,,2,454,wild,medium,acceptable,,,,,,454
3997,Animalia,Chordata,Teleostei,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,radiosus,Owens pupfish,,,,,,,,,,,,2,454,wild,medium,acceptable,,,,,,454
3998,Animalia,Chordata,Teleostei,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,tularosa,White sands pupfish,,,,,,,,,,,,5,1,wild,medium,acceptable,,,,,,1
3999,Animalia,Chordata,Teleostei,Cyprinodontiformes,Fundulidae,Fundulus,catenatus,Northern studfish,,,,,,,,,,,,5,442,unknown,medium,acceptable,,,,,,442
4000,Animalia,Chordata,Teleostei,Cyprinodontiformes,Fundulidae,Fundulus,parvipinnis,California killifish,,,,,,,,,,,,3,454,wild,medium,acceptable,,,,,,454
4001,Animalia,Chordata,Teleostei,Cyprinodontiformes,Fundulidae,Fundulus,seminolis,Seminole killifish,,,,,,,,,,,,2,454,wild,medium,acceptable,,,,,,454
4002,Animalia,Chordata,Teleostei,Cyprinodontiformes,Fundulidae,Fundulus,zebrinus,Plains killifish,,,,,,,,,,,,3,454,wild,medium,acceptable,,,,,,454
